sampleID	Subtype_mRNA	Subtype_DNAmeth	Subtype_protein	Subtype_miRNA	Subtype_CNA	Subtype_Integrative	Subtype_other	Subtype_Selected
TCGA-DJ-A3V3-01	2	classical 2	2	5	Quiet	NA	Classical/usual	THCA.2
TCGA-DJ-A3V4-01	2	classical 2	NA	2	Quiet	NA	Tall Cell (>= 50% tall cell features)	THCA.2
TCGA-DJ-A3V5-01	4	classical 2	NA	2	Quiet	NA	Tall Cell (>= 50% tall cell features)	THCA.4
TCGA-DJ-A3V7-01	3	classical 2	4	3	Quiet	NA	Tall Cell (>= 50% tall cell features)	THCA.3
TCGA-DJ-A3V8-01	3	classical 2	NA	2	Quiet	NA	Tall Cell (>= 50% tall cell features)	THCA.3
TCGA-DJ-A3V9-01	5	classical 2	2	3	Quiet	NA	Classical/usual	THCA.5
TCGA-DJ-A3VA-01	3	classical 2	3	3	Quiet	NA	Classical/usual	THCA.3
TCGA-DJ-A3VB-01	4	classical 2	4	2	Quiet	NA	Tall Cell (>= 50% tall cell features)	THCA.4
TCGA-DJ-A3VD-01	4	follicular	NA	1	Quiet	NA	Classical/usual	THCA.4
TCGA-DJ-A3VE-01	3	classical 2	1	2	Quiet	NA	Classical/usual	THCA.3
TCGA-DJ-A3VF-01	4	classical 2	NA	2	Quiet	NA	Tall Cell (>= 50% tall cell features)	THCA.4
TCGA-DJ-A3VG-01	1	follicular	1	4	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-DJ-A3VI-01	3	classical 2	4	2	Quiet	NA		THCA.3
TCGA-DJ-A3VJ-01	3	classical 2	2	4	Quiet	NA	Other  specify	THCA.3
TCGA-DJ-A3VK-01	1	follicular	1	5	22q	NA		THCA.1
TCGA-DJ-A3VL-01	1	follicular	NA	4	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-DJ-A3VM-01	1	follicular	4	4	22q	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-DJ-A4UL-01	5	classical 2	3	3	Quiet	NA	Classical/usual	THCA.5
TCGA-DJ-A4UP-01	2	follicular	1	4	Quiet	NA		THCA.2
TCGA-DJ-A4UQ-01	2	classical 2	NA	2	Quiet	NA	Other  specify	THCA.2
TCGA-DJ-A4UR-01	1	follicular	1	4	SomeSCNA	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-DJ-A4UT-01	2	classical 1	1	2	Quiet	NA	Classical/usual	THCA.2
TCGA-DJ-A4UW-01	2	classical 2	3	2	Quiet	NA	Tall Cell (>= 50% tall cell features)	THCA.2
TCGA-DJ-A4V0-01	2	follicular	1	4	Quiet	NA	Classical/usual	THCA.2
TCGA-DJ-A4V2-01	3	classical 2	1	2	Quiet	NA	Classical/usual	THCA.3
TCGA-DJ-A4V4-01	2	classical 2	NA	2	Quiet	NA	Tall Cell (>= 50% tall cell features)	THCA.2
TCGA-DJ-A4V5-01	2	classical 2	2	2	Quiet	NA	Classical/usual	THCA.2
TCGA-DO-A1JZ-01	5	classical 2	2	4	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.5
TCGA-DO-A1K0-01	3	classical 2	4	3	Quiet	NA	Classical/usual	THCA.3
TCGA-DO-A2HM-01	4	follicular	NA	2	Quiet	NA	Classical/usual	THCA.4
TCGA-E3-A3DY-01	2	classical 2	3	3	Quiet	NA	Other  specify	THCA.2
TCGA-E3-A3DZ-01	1	follicular	1	6	22q	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-E3-A3E0-01	5	classical 2	2	5	Quiet	NA	Classical/usual	THCA.5
TCGA-E3-A3E1-01	3	classical 2	4	6	Quiet	NA	Classical/usual	THCA.3
TCGA-E3-A3E2-01	2	classical 1	NA	6	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.2
TCGA-E3-A3E3-01	3	classical 2	4	6	Quiet	NA	Classical/usual	THCA.3
TCGA-E3-A3E5-01	5	classical 2	3	6	22q	NA	Classical/usual	THCA.5
TCGA-E8-A242-01	4	classical 2	NA	2	Quiet	NA	Classical/usual	THCA.4
TCGA-E8-A2EA-01	4	classical 2	3	2	Quiet	NA	Classical/usual	THCA.4
TCGA-E8-A2JQ-01	4	classical 1	2	2	Quiet	NA	Classical/usual	THCA.4
TCGA-E8-A3X7-01	4	classical 2	4	2	Quiet	NA	Classical/usual	THCA.4
TCGA-E8-A413-01	2	classical 2	3	2	Quiet	NA	Classical/usual	THCA.2
TCGA-E8-A414-01	2	follicular	4	6	Quiet	NA	Classical/usual	THCA.2
TCGA-E8-A415-01	2	classical 2	4	2	Quiet	NA	Classical/usual	THCA.2
TCGA-E8-A416-01	1	follicular	1	4	Quiet	NA	Classical/usual	THCA.1
TCGA-E8-A417-01	3	classical 2	4	2	Quiet	NA	Classical/usual	THCA.3
TCGA-E8-A418-01	3	classical 2	4	3	Quiet	NA	Classical/usual	THCA.3
TCGA-E8-A419-01	4	classical 1	4	2	Quiet	NA	Classical/usual	THCA.4
TCGA-E8-A432-01	5	classical 2	2	6	Many SCNA	NA	Classical/usual	THCA.5
TCGA-E8-A433-01	4	classical 2	3	2	Quiet	NA	Classical/usual	THCA.4
TCGA-E8-A434-01	2	classical 2	NA	4	Quiet	NA	Classical/usual	THCA.2
TCGA-E8-A436-01	2	follicular	4	2	Quiet	NA	Classical/usual	THCA.2
TCGA-E8-A437-01	5	classical 2	3	2	Quiet	NA	Classical/usual	THCA.5
TCGA-E8-A438-01	5	classical 2	1	4	Quiet	NA	Classical/usual	THCA.5
TCGA-E8-A44K-01	4	classical 2	3	2	Quiet	NA	Classical/usual	THCA.4
TCGA-E8-A44M-01	2	follicular	NA	2	Quiet	NA	Classical/usual	THCA.2
TCGA-EL-A3CL-01	5	classical 2	3	5	22q	NA		THCA.5
TCGA-EL-A3CM-01	4	classical 2	3	2	Quiet	NA	Classical/usual	THCA.4
TCGA-EL-A3CN-01	4	classical 2	1	2	Quiet	NA	Classical/usual	THCA.4
TCGA-EL-A3CO-01	2	follicular	1	6	Quiet	NA	Classical/usual	THCA.2
TCGA-EL-A3CP-01	5	classical 2	3	5	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.5
TCGA-EL-A3CR-01	4	classical 2	2	2	Quiet	NA	Classical/usual	THCA.4
TCGA-EL-A3CS-01	3	classical 2	3	6	Quiet	NA	Classical/usual	THCA.3
TCGA-EL-A3CT-01	4	classical 1	3	2	Quiet	NA		THCA.4
TCGA-EL-A3CU-01	4	classical 1	1	2	Quiet	NA	Classical/usual	THCA.4
TCGA-EL-A3CV-01	4	classical 1	3	6	Quiet	NA	Classical/usual	THCA.4
TCGA-EL-A3CW-01	2	follicular	1	6	Quiet	NA		THCA.2
TCGA-EL-A3CX-01	1	classical 2	2	5	Quiet	NA	Classical/usual	THCA.1
TCGA-EL-A3CY-01	4	follicular	3	6	Quiet	NA	Classical/usual	THCA.4
TCGA-EL-A3CZ-01	1	follicular	1	5	Quiet	NA	Classical/usual	THCA.1
TCGA-EL-A3D0-01	5	classical 2	3	3	22q	NA		THCA.5
TCGA-EL-A3D1-01	NA	classical 2	2	6	22q	NA	Classical/usual	THCA.NA
TCGA-EL-A3D4-01	NA	classical 2	1	6	22q	NA		THCA.NA
TCGA-EL-A3D5-01	1	follicular	1	6	SomeSCNA	NA		THCA.1
TCGA-EL-A3D6-01	4	classical 2	4	2	Quiet	NA		THCA.4
TCGA-EL-A3GO-01	1	CpG island methylated	1	6	SomeSCNA	NA	Classical/usual	THCA.1
TCGA-EL-A3GP-01	4	follicular	2	2	SomeSCNA	NA	Classical/usual	THCA.4
TCGA-EL-A3GQ-01	2	classical 2	3	3	SomeSCNA	NA	Follicular (>= 99% follicular patterned)	THCA.2
TCGA-EL-A3GR-01	3	classical 2	2	2	Quiet	NA	Classical/usual	THCA.3
TCGA-EL-A3GS-01	3	classical 2	4	4	Quiet	NA	Classical/usual	THCA.3
TCGA-EL-A3GU-01	4	classical 2	4	2	SomeSCNA	NA	Classical/usual	THCA.4
TCGA-EL-A3GV-01	5	classical 2	3	3	Quiet	NA	Classical/usual	THCA.5
TCGA-EL-A3GW-01	1	follicular	1	4	22q	NA	Classical/usual	THCA.1
TCGA-EL-A3GX-01	4	classical 2	4	2	Quiet	NA	Classical/usual	THCA.4
TCGA-EL-A3GY-01	3	classical 2	4	3	Quiet	NA	Classical/usual	THCA.3
TCGA-EL-A3GZ-01	5	classical 2	2	5	Quiet	NA		THCA.5
TCGA-EL-A3H1-01	1	CpG island methylated	1	5	Quiet	NA	Classical/usual	THCA.1
TCGA-EL-A3H2-01	1	follicular	1	4	SomeSCNA	NA	Classical/usual	THCA.1
TCGA-EL-A3H3-01	2	classical 2	1	4	Quiet	NA		THCA.2
TCGA-EL-A3H4-01	3	classical 2	4	3	Quiet	NA	Classical/usual	THCA.3
TCGA-EL-A3H5-01	4	classical 1	4	2	SomeSCNA	NA	Classical/usual	THCA.4
TCGA-EL-A3H7-01	4	classical 2	4	2	Quiet	NA	Classical/usual	THCA.4
TCGA-EL-A3H8-01	3	classical 2	2	3	Quiet	NA	Classical/usual	THCA.3
TCGA-EL-A3MW-01	5	classical 2	4	5	Quiet	NA	Classical/usual	THCA.5
TCGA-EL-A3MX-01	5	classical 2	2	1	SomeSCNA	NA		THCA.5
TCGA-EL-A3MY-01	4	classical 2	2	2	Quiet	NA	Classical/usual	THCA.4
TCGA-EL-A3MZ-01	4	classical 2	4	2	SomeSCNA	NA	Classical/usual	THCA.4
TCGA-EL-A3N2-01	3	classical 2	4	2	Quiet	NA	Classical/usual	THCA.3
TCGA-EL-A3N3-01	4	classical 2	2	2	Quiet	NA	Classical/usual	THCA.4
TCGA-EL-A3T0-01	2	classical 2	1	5	Quiet	NA	Classical/usual	THCA.2
TCGA-EL-A3T1-01	4	classical 2	4	2	Quiet	NA	Classical/usual	THCA.4
TCGA-EL-A3T2-01	1	follicular	1	5	22q	NA	Classical/usual	THCA.1
TCGA-EL-A3T3-01	3	classical 2	3	5	Quiet	NA	Classical/usual	THCA.3
TCGA-EL-A3T6-01	4	classical 2	4	2	Quiet	NA	Classical/usual	THCA.4
TCGA-EL-A3T7-01	5	classical 2	1	5	Quiet	NA	Classical/usual	THCA.5
TCGA-EL-A3T8-01	3	classical 2	3	5	Quiet	NA	Classical/usual	THCA.3
TCGA-EL-A3T9-01	4	classical 1	2	2	SomeSCNA	NA	Classical/usual	THCA.4
TCGA-EL-A3TA-01	2	classical 2	3	5	Quiet	NA	Classical/usual	THCA.2
TCGA-EL-A3TB-01	5	classical 2	1	5	Quiet	NA	Classical/usual	THCA.5
TCGA-EL-A3ZG-01	3	classical 2	4	3	Quiet	NA	Classical/usual	THCA.3
TCGA-EL-A3ZH-01	1	follicular	1	4	SomeSCNA	NA	Classical/usual	THCA.1
TCGA-EL-A3ZK-01	3	classical 2	4	2	SomeSCNA	NA	Classical/usual	THCA.3
TCGA-EL-A3ZL-01	5	classical 2	4	3	22q	NA	Classical/usual	THCA.5
TCGA-EL-A3ZM-01	4	classical 2	4	2	SomeSCNA	NA		THCA.4
TCGA-EL-A3ZN-01	5	classical 2	1	6	Quiet	NA		THCA.5
TCGA-EL-A3ZO-01	4	classical 2	3	2	SomeSCNA	NA		THCA.4
TCGA-EL-A3ZP-01	2	classical 2	2	2	Quiet	NA	Classical/usual	THCA.2
TCGA-EL-A3ZQ-01	5	classical 2	2	3	Quiet	NA	Classical/usual	THCA.5
TCGA-EL-A3ZR-01	1	follicular	1	4	SomeSCNA	NA	Classical/usual	THCA.1
TCGA-EL-A3ZS-01	2	classical 1	2	2	Quiet	NA	Classical/usual	THCA.2
TCGA-EL-A3ZT-01	3	classical 2	2	2	Quiet	NA	Classical/usual	THCA.3
TCGA-EL-A4JV-01	1	follicular	1	4	22q	NA	Classical/usual	THCA.1
TCGA-EL-A4JW-01	3	classical 2	3	2	Quiet	NA		THCA.3
TCGA-EL-A4JX-01	4	classical 1	2	2	SomeSCNA	NA	Classical/usual	THCA.4
TCGA-EL-A4JZ-01	4	classical 1	2	2	22q	NA		THCA.4
TCGA-EL-A4K0-01	5	classical 2	NA	2	Quiet	NA		THCA.5
TCGA-EL-A4K1-01	4	classical 2	3	2	Quiet	NA	Classical/usual	THCA.4
TCGA-EL-A4K2-01	1	follicular	1	4	Quiet	NA	Classical/usual	THCA.1
TCGA-EL-A4K4-01	4	classical 2	4	2	Quiet	NA	Classical/usual	THCA.4
TCGA-EL-A4K6-01	1	CpG island methylated	1	4	SomeSCNA	NA	Classical/usual	THCA.1
TCGA-EL-A4K7-01	5	classical 2	1	3	Quiet	NA	Classical/usual	THCA.5
TCGA-EL-A4K9-01	5	classical 2	3	2	SomeSCNA	NA	Classical/usual	THCA.5
TCGA-EL-A4KD-01	5	classical 2	2	4	Quiet	NA	Classical/usual	THCA.5
TCGA-EL-A4KG-01	4	classical 2	3	2	Quiet	NA	Classical/usual	THCA.4
TCGA-EL-A4KH-01	5	classical 2	3	3	Quiet	NA	Classical/usual	THCA.5
TCGA-EL-A4KI-01	1	CpG island methylated	2	4	Many SCNA	NA	Classical/usual	THCA.1
TCGA-EM-A1CS-01	5	classical 2	NA	3	22q	NA	Classical/usual	THCA.5
TCGA-EM-A1CT-01	3	classical 2	1	3	Quiet	NA	Classical/usual	THCA.3
TCGA-EM-A1CU-01	3	classical 2	3	2	Quiet	NA	Classical/usual	THCA.3
TCGA-EM-A1CV-01	5	classical 2	3	3	Quiet	NA	Classical/usual	THCA.5
TCGA-EM-A1CW-01	1	follicular	1	4	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-EM-A1YA-01	1	follicular	4	4	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-EM-A1YB-01	1	classical 2	4	4	SomeSCNA	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-EM-A1YC-01	1	follicular	4	4	Many SCNA	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-EM-A1YD-01	1	follicular	1	6	Many SCNA	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-EM-A1YE-01	1	follicular	1	4	Many SCNA	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-EM-A22I-01	4	classical 2	4	2	Quiet	NA	Classical/usual	THCA.4
TCGA-EM-A22J-01	1	follicular	4	4	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-EM-A22K-01	1	follicular	NA	4	22q	NA	Classical/usual	THCA.1
TCGA-EM-A22L-01	1	follicular	1	4	22q	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-EM-A22M-01	NA	classical 1	2	1	SomeSCNA	NA	Classical/usual	THCA.NA
TCGA-EM-A22N-01	1	follicular	NA	4	Many SCNA	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-EM-A22O-01	3	classical 2	4	3	Quiet	NA	Classical/usual	THCA.3
TCGA-EM-A22P-01	4	classical 1	NA	6	SomeSCNA	NA	Classical/usual	THCA.4
TCGA-EM-A22Q-01	1	CpG island methylated	1	1	SomeSCNA	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-EM-A2CJ-01	1	follicular	1	4	SomeSCNA	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-EM-A2CK-01	1	follicular	1	4	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-EM-A2CL-01	1	CpG island methylated	1	4	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-EM-A2CN-01	1	CpG island methylated	1	5	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-EM-A2CO-01	1	follicular	4	6	Many SCNA	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-EM-A2CP-01	1	follicular	1	4	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-EM-A2CQ-01	1	follicular	1	4	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-EM-A2CR-01	1	classical 2	1	6		NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-EM-A2CS-01	5	classical 2	2	3	Quiet	NA	Classical/usual	THCA.5
TCGA-EM-A2CT-01	1	follicular	NA	4	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-EM-A2CU-01	5	classical 2	1	4	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.5
TCGA-EM-A2OV-01	1	follicular	4	4	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-EM-A2OW-01	1	follicular	NA	4	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-EM-A2OX-01	5	classical 2	NA	6	SomeSCNA	NA	Classical/usual	THCA.5
TCGA-EM-A2OY-01	1	follicular	4	4	Many SCNA	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-EM-A2OZ-01	3	classical 2	NA	6	Quiet	NA	Classical/usual	THCA.3
TCGA-EM-A2P0-01	3	classical 2	NA	6	Quiet	NA	Classical/usual	THCA.3
TCGA-EM-A2P1-01	4	follicular	4	2	Quiet	NA	Classical/usual	THCA.4
TCGA-EM-A2P2-01	1	classical 2	NA	6	SomeSCNA	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-EM-A2P3-01	4	classical 2	NA	2	Quiet	NA	Classical/usual	THCA.4
TCGA-EM-A3AI-01	1	follicular	1	6	Many SCNA	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-EM-A3AJ-01	1	follicular	1	4	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-EM-A3AK-01	5	classical 2	NA	6	Quiet	NA	Classical/usual	THCA.5
TCGA-EM-A3AL-01	1	CpG island methylated	1	6	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-EM-A3AN-01	5	classical 2	3	3	Quiet	NA	Classical/usual	THCA.5
TCGA-EM-A3AO-01	5	classical 2	1	6	Quiet	NA	Classical/usual	THCA.5
TCGA-EM-A3AP-01	1	classical 2	1	6	22q	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-EM-A3AQ-01	5	classical 2	NA	6	Quiet	NA	Classical/usual	THCA.5
TCGA-EM-A3AR-01	2	follicular	NA	6	Quiet	NA	Classical/usual	THCA.2
TCGA-EM-A3FJ-01	5	classical 2	3	5	Quiet	NA	Classical/usual	THCA.5
TCGA-EM-A3FK-01	3	classical 2	NA	2	SomeSCNA	NA	Classical/usual	THCA.3
TCGA-EM-A3FL-01	1	follicular	1	5	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-EM-A3FM-01	4	classical 2	NA	2	Quiet	NA	Classical/usual	THCA.4
TCGA-EM-A3FN-01	1	CpG island methylated	1	5	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-EM-A3FO-01	5	classical 2	2	5	22q	NA	Classical/usual	THCA.5
TCGA-EM-A3FP-01	1	follicular	1	5	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-EM-A3FQ-01	2	classical 1	NA	3	Quiet	NA	Other  specify	THCA.2
TCGA-EM-A3FR-01	1	CpG island methylated	NA	4	Quiet	NA	Classical/usual	THCA.1
TCGA-EM-A3O3-01	4	classical 1	2	2	SomeSCNA	NA	Classical/usual	THCA.4
TCGA-EM-A3O6-01	1	follicular	1	6	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-EM-A3O7-01	5	classical 2	3	3	Quiet	NA	Classical/usual	THCA.5
TCGA-EM-A3O8-01	1	follicular	NA	4	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-EM-A3O9-01	1	follicular	4	6	Many SCNA	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-EM-A3OA-01	1	CpG island methylated	NA	4	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-EM-A3OB-01	1	follicular	NA	4	SomeSCNA	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-EM-A3ST-01	1	CpG island methylated	1	4	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-EM-A3SU-01	4	classical 2	4	2	Quiet	NA	Classical/usual	THCA.4
TCGA-EM-A3SX-01	5	classical 2	3	3	22q	NA	Classical/usual	THCA.5
TCGA-EM-A3SY-01	1	follicular	4	4	Many SCNA	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-EM-A3SZ-01	4	classical 2	4	2	22q	NA	Classical/usual	THCA.4
TCGA-EM-A4FF-01	4	classical 2	NA	2	Quiet	NA	Classical/usual	THCA.4
TCGA-EM-A4FH-01	1	follicular	1	4	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-EM-A4FK-01	1	CpG island methylated	NA	4	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-EM-A4FM-01	4	classical 2	NA	2	Quiet	NA	Classical/usual	THCA.4
TCGA-EM-A4FN-01	3	classical 2	NA	2	Quiet	NA	Classical/usual	THCA.3
TCGA-EM-A4FO-01	2	classical 1	NA	1	22q	NA	Classical/usual	THCA.2
TCGA-EM-A4FQ-01	4	classical 2	NA	2	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.4
TCGA-EM-A4FR-01	1	classical 2	NA	4	22q	NA	Other  specify	THCA.1
TCGA-EM-A4FU-01	1	follicular	NA	4	22q	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-EM-A4FV-01	2	classical 2	NA	2	Quiet	NA	Classical/usual	THCA.2
TCGA-EM-A4G1-01	1	follicular	1	4	Quiet	NA	Classical/usual	THCA.1
TCGA-ET-A25G-01	4	classical 2	4	2	Quiet	NA	Tall Cell (>= 50% tall cell features)	THCA.4
TCGA-ET-A25I-01	1	follicular	NA	6	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-ET-A25J-01	4	classical 2	NA	3	Quiet	NA	Classical/usual	THCA.4
TCGA-ET-A25K-01	5	classical 2	NA	6	Quiet	NA	Classical/usual	THCA.5
TCGA-ET-A25L-01	4	classical 2	4	2	22q	NA	Tall Cell (>= 50% tall cell features)	THCA.4
TCGA-ET-A25M-01	4	classical 2	3	6	Quiet	NA	Classical/usual	THCA.4
TCGA-ET-A25N-01	3	classical 2	NA	3	Quiet	NA	Classical/usual	THCA.3
TCGA-ET-A25O-01	5	classical 2	4	3	22q	NA	Classical/usual	THCA.5
TCGA-ET-A25P-01	1	classical 2	NA	6	SomeSCNA	NA	Classical/usual	THCA.1
TCGA-ET-A25R-01	4	classical 2	NA	2	Quiet	NA	Tall Cell (>= 50% tall cell features)	THCA.4
TCGA-ET-A2MX-01	3	classical 2	4	4	Quiet	NA	Classical/usual	THCA.3
TCGA-ET-A2MY-01	4	classical 2	4	3	Quiet	NA	Classical/usual	THCA.4
TCGA-ET-A2MZ-01	5	classical 2	1	6	SomeSCNA	NA	Classical/usual	THCA.5
TCGA-ET-A2N0-01	4	classical 2	4	3	Quiet	NA	Classical/usual	THCA.4
TCGA-ET-A2N1-01	NA	classical 2	1	4	Quiet	NA	Classical/usual	THCA.NA
TCGA-ET-A2N3-01	1	CpG island methylated	1	4	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-ET-A2N4-01	5	classical 2	2	3	SomeSCNA	NA	Follicular (>= 99% follicular patterned)	THCA.5
TCGA-ET-A2N5-01	1	follicular	4	4	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-ET-A39I-01	1	follicular	1	5	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-ET-A39J-01	5	classical 2	2	5	Quiet	NA	Classical/usual	THCA.5
TCGA-ET-A39K-01	5	classical 2	NA	3	Quiet	NA	Classical/usual	THCA.5
TCGA-ET-A39L-01	5	classical 2	1	5	Quiet	NA	Classical/usual	THCA.5
TCGA-ET-A39M-01	5	classical 1	2	6	22q	NA	Classical/usual	THCA.5
TCGA-ET-A39N-01	1	classical 2	1	4	Many SCNA	NA	Classical/usual	THCA.1
TCGA-ET-A39O-01	4	classical 1	NA	5	Quiet	NA	Tall Cell (>= 50% tall cell features)	THCA.4
TCGA-ET-A39P-01	4	classical 2	3	2	SomeSCNA	NA	Classical/usual	THCA.4
TCGA-ET-A39R-01	2	classical 2	2	2	Quiet	NA	Classical/usual	THCA.2
TCGA-ET-A39S-01	2	classical 2	NA	6	Quiet	NA	Classical/usual	THCA.2
TCGA-ET-A39T-01	3	classical 2	4	5	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.3
TCGA-ET-A3BN-01	3	classical 2	2	5	Quiet	NA	Classical/usual	THCA.3
TCGA-ET-A3BO-01	4	classical 2	NA	2	Quiet	NA	Tall Cell (>= 50% tall cell features)	THCA.4
TCGA-ET-A3BP-01	5	classical 2	1	3	SomeSCNA	NA	Classical/usual	THCA.5
TCGA-ET-A3BQ-01	5	classical 2	NA	6	Quiet	NA	Classical/usual	THCA.5
TCGA-ET-A3BS-01	2	classical 1	2	3	Quiet	NA	Classical/usual	THCA.2
TCGA-ET-A3BT-01	4	classical 2	4	5	Quiet	NA	Tall Cell (>= 50% tall cell features)	THCA.4
TCGA-ET-A3BU-01	3	classical 2	3	5	Quiet	NA	Classical/usual	THCA.3
TCGA-ET-A3BV-01	NA	classical 1	2	2	SomeSCNA	NA	Classical/usual	THCA.NA
TCGA-ET-A3BW-01	5	classical 2	2	5	Quiet	NA	Classical/usual	THCA.5
TCGA-ET-A3BX-01	3	classical 2	2	2	Quiet	NA	Classical/usual	THCA.3
TCGA-ET-A3DO-01	4	classical 1	4	2	Quiet	NA	Classical/usual	THCA.4
TCGA-ET-A3DP-01	5	classical 2	3	5	Quiet	NA	Classical/usual	THCA.5
TCGA-ET-A3DQ-01	2	follicular	NA	6	SomeSCNA	NA	Follicular (>= 99% follicular patterned)	THCA.2
TCGA-ET-A3DR-01	3	classical 2	NA	5	Quiet	NA	Classical/usual	THCA.3
TCGA-ET-A3DS-01	1	follicular	1	4	SomeSCNA	NA	Classical/usual	THCA.1
TCGA-ET-A3DT-01	2	classical 1	2	1	Quiet	NA	Classical/usual	THCA.2
TCGA-ET-A3DU-01	NA	classical 1	NA	2	Quiet	NA	Classical/usual	THCA.NA
TCGA-ET-A3DV-01	1	CpG island methylated	1	4	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-ET-A3DW-01	4	classical 2	4	5	Quiet	NA	Tall Cell (>= 50% tall cell features)	THCA.4
TCGA-ET-A40P-01	1	follicular	1	4	22q	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-ET-A40Q-01	4	classical 2	1	2	Quiet	NA	Tall Cell (>= 50% tall cell features)	THCA.4
TCGA-ET-A40R-01	2	classical 2	1	4	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.2
TCGA-ET-A40S-01	2	follicular	NA	2	SomeSCNA	NA	Classical/usual	THCA.2
TCGA-ET-A40T-01	2	classical 2	NA	2	22q	NA	Classical/usual	THCA.2
TCGA-ET-A4KN-01	4	classical 1	1	2	Quiet	NA	Tall Cell (>= 50% tall cell features)	THCA.4
TCGA-ET-A4KQ-01	1	follicular	1	4	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-FE-A22Z-01	4	classical 2	2	2	SomeSCNA	NA	Follicular (>= 99% follicular patterned)	THCA.4
TCGA-FE-A230-01	4	classical 2	4	2	Quiet	NA	Classical/usual	THCA.4
TCGA-FE-A231-01	3	classical 2	4	3	SomeSCNA	NA	Classical/usual	THCA.3
TCGA-FE-A232-01	NA	classical 2	3	3	Quiet	NA	Classical/usual	THCA.NA
TCGA-FE-A233-01	3	classical 2	2	4	Quiet	NA	Classical/usual	THCA.3
TCGA-FE-A234-01	4	classical 2	4	2	Quiet	NA	Classical/usual	THCA.4
